#{"t_start": 1671643063.829348, "env_id": null}
r,l,t
2196.121961,50,178.762888
2495.760958,50,180.833886
1697.624976,50,182.820856
598.629986,50,184.810856
1696.748967,50,186.675858
3692.902929,50,188.567859
1098.00898,50,190.597857
3593.909939,50,192.660856
0,50,194.395859
2993.905939,50,196.191859
1796.942969,50,198.469857
1596.778968,50,201.277859
3094.163942,50,204.008858
4092.280923,50,205.838856
4390.97791,50,207.493882
898.336983,50,209.334856
3394.175942,50,211.215858
4291.921919,50,213.302857
2995.04195,50,214.970857
1696.563966,50,216.737858
2196.926969,50,218.822857
2196.121961,50,220.751858
2096.939969,50,222.611857
2395.206952,50,224.34886
3792.548925,50,226.254856
599.150992,50,228.232859
2594.682947,50,230.021884
3293.936939,50,231.868893
2794.707947,50,233.778859
2994.675947,50,235.931858
1597.607976,50,237.819859
2495.164952,50,239.75486
798.829988,50,241.402856
998.103981,50,243.302857
3394.484945,50,245.241856
2895.04395,50,247.216857
1597.458975,50,251.833856
3294.341943,50,253.882857
5490.0029,50,255.874881
2495.130951,50,257.612888
1197.696977,50,259.470856
4192.595926,50,261.519858
3793.503935,50,263.198859
4890.788908,50,265.627857
3893.01893,50,267.732859
3493.730937,50,269.579856
3293.221932,50,271.621856
3094.330943,50,273.633857
1996.269963,50,275.321857
2196.353964,50,276.816888
2695.00695,50,278.572856
2695.226952,50,280.290858
2395.453955,50,282.627857
1097.797978,50,284.296858
2794.551946,50,285.841887
2195.729957,50,287.642857
2595.130951,50,289.607857
4093.294933,50,291.350858
2295.98696,50,292.986858
3893.139931,50,294.554856
1197.825978,50,296.385857
4092.99793,50,298.617857
2594.742947,50,300.242882
1796.99997,50,301.833889
3992.298923,50,303.549857
2495.302953,50,305.427856
4392.604926,50,307.383856
3693.243932,50,309.113857
2795.04495,50,311.003856
1596.925969,50,312.892857
2994.822948,50,315.009857
2694.935949,50,316.640857
2295.578956,50,318.431857
3294.396944,50,320.352859
2695.376954,50,322.260856
3493.330933,50,324.026858
3892.763928,50,326.101857
2295.378954,50,331.106858
5289.931899,50,332.812887
2295.450955,50,334.483887
1098.586986,50,336.290857
1896.725967,50,338.099856
3393.259933,50,339.846855
2894.592946,50,341.652859
4890.862909,50,343.670856
1696.946969,50,345.376856
3693.578936,50,346.993855
2695.255953,50,348.724858
3493.518935,50,350.648858
1696.903969,50,352.617859
998.103981,50,354.242856
3593.056931,50,355.997856
2395.864959,50,357.828858
3095.500955,50,359.608856
2096.138961,50,361.823856
4391.936919,50,363.460857
4592.01492,50,365.231857
4991.457915,50,367.106859
1697.095971,50,369.016857
1397.594976,50,370.739855
3393.635936,50,372.386889
3494.144941,50,374.186888
1996.333963,50,375.940858
3793.503935,50,378.06189
2095.833958,50,379.745857
2096.546965,50,381.442858
3793.508935,50,383.402856
598.95099,50,385.214857
2794.392944,50,387.311857
2595.472955,50,389.201857
4791.198912,50,391.074858
3094.479945,50,393.060857
2196.926969,50,395.145856
3893.051931,50,396.763856
4791.716917,50,398.471857
2495.849958,50,400.215857
2595.556956,50,402.124858
3992.620926,50,403.910858
2496.060961,50,408.464857
3093.723937,50,410.526856
4691.467915,50,412.460857
1796.518965,50,414.211887
2894.437944,50,415.840891
2795.077951,50,417.549857
2794.216942,50,419.282888
2096.614966,50,421.218857
2795.121951,50,423.004857
499.122991,50,424.528856
3993.172932,50,426.480857
2495.628956,50,428.396857
4891.930919,50,430.406857
2495.261953,50,432.075856
2295.294953,50,433.745857
998.120981,50,435.402856
2794.97295,50,437.343858
2595.073951,50,439.280857
1696.647966,50,440.799886
1796.879969,50,442.775857
2795.151952,50,444.545859
2395.340953,50,446.508856
2096.293963,50,448.236856
2695.00095,50,449.880856
3393.696937,50,451.715856
2196.339963,50,453.724857
1198.01798,50,455.528857
699.180992,50,457.346856
998.424984,50,459.161857
1098.484985,50,460.931857
2196.313963,50,462.855857
2296.081961,50,464.624857
3991.871919,50,466.232859
2494.634946,50,467.977859
4291.468915,50,469.892856
2195.863959,50,471.643857
3793.02993,50,473.466857
898.773988,50,475.439887
2694.890949,50,477.368856
1996.576966,50,479.135887
2396.224962,50,481.094857
1696.895969,50,485.385857
2995.738957,50,487.427888
2695.160952,50,489.464859
2894.721947,50,491.422856
5090.173902,50,493.589858
3393.085931,50,495.373889
2296.100961,50,497.169888
3992.468925,50,498.962859
1797.454975,50,501.074856
2695.050951,50,503.258857
1696.318963,50,504.935857
3295.066951,50,506.943857
2894.272943,50,509.052858
2895.739957,50,510.922858
2495.570956,50,512.584857
1297.329973,50,514.372856
1796.447964,50,516.110856
3893.084931,50,517.932857
2595.741957,50,519.822856
1198.101981,50,521.544857
5289.816898,50,523.536858
2195.065951,50,525.473858
3892.305923,50,527.801857
2994.458945,50,529.579855
4992.02492,50,531.289856
2895.148951,50,533.015857
998.120981,50,534.908857
2295.725957,50,536.765856
3992.820928,50,538.600857
1397.459975,50,540.477857
3094.784948,50,542.33386
2994.503945,50,544.342857
3693.756938,50,546.435857
1497.547975,50,548.078856
5489.462895,50,549.742892
1796.877969,50,551.513858
1597.362974,50,553.838857
3592.97293,50,555.636888
2096.285963,50,557.497856
1697.158972,50,559.543857
2794.940949,50,561.621859
4291.99092,50,566.157856
2694.723947,50,568.425857
2295.532955,50,570.509858
2595.04495,50,572.308889
2695.199952,50,574.003855
3893.313933,50,575.876887
3792.714927,50,577.775858
1696.946969,50,579.514858
2894.300943,50,581.105857
3792.883929,50,582.894857
3393.715937,50,585.075856
3294.01894,50,587.001858
2994.625946,50,588.595856
2794.374944,50,590.124857
2995.03995,50,591.99189
2595.062951,50,593.713858
2794.793948,50,595.446856
2395.845958,50,597.192857
4490.99791,50,599.097859
4292.203922,50,601.117857
998.295983,50,602.950855
3593.240932,50,604.549856
1197.772978,50,606.167857
4192.95893,50,607.903859
2894.282943,50,609.667859
2295.545955,50,611.389857
1796.455965,50,613.196856
4393.00493,50,614.943887
2295.833958,50,616.746856
1497.487975,50,618.801857
2993.96994,50,620.579857
2695.416954,50,622.362856
1197.825978,50,623.946888
3293.595936,50,625.753888
3693.085931,50,627.515857
499.122991,50,629.269859
2993.823938,50,630.915857
1696.882969,50,632.561856
1098.273983,50,634.617857
1597.394974,50,636.489859
3992.343923,50,638.369857
598.674987,50,642.501857
3294.410944,50,644.406857
2993.844938,50,646.115857
3194.430944,50,647.69189
1497.332973,50,649.501857
3393.797938,50,651.381857
2195.423954,50,653.182857
4192.190922,50,655.053857
3194.412944,50,656.522888
3893.04393,50,658.052888
1997.081971,50,659.805888
2695.612956,50,661.691857
3194.770948,50,663.344858
998.148981,50,664.813856
2595.191952,50,666.714858
2695.614956,50,668.751857
1796.563966,50,670.614857
2295.915959,50,672.254856
2096.588966,50,673.752859
5289.387894,50,675.466858
2596.095961,50,677.539857
5589.269893,50,679.572856
1697.01197,50,681.567856
2395.553956,50,683.284886
3992.437924,50,684.873856
3293.675937,50,686.502856
2695.293953,50,688.309857
3593.549935,50,690.178856
1696.857969,50,691.834888
1796.429964,50,693.595858
3793.271933,50,695.278887
3793.622936,50,697.228857
2994.706947,50,699.259858
2196.237962,50,700.876903
2295.770958,50,702.744856
2794.673947,50,704.57786
3494.096941,50,706.561886
1996.00796,50,708.228856
0,50,710.033858
2894.451945,50,711.783856
2894.888949,50,713.713858
2895.398954,50,718.122857
4890.447904,50,719.949857
3393.512935,50,721.897856
1596.778968,50,723.515858
5490.0399,50,725.31786
2096.588966,50,727.011857
2495.641956,50,728.840858
1696.96697,50,730.886857
4291.725917,50,732.487856
4391.898919,50,734.194856
1097.752978,50,735.899887
2296.257963,50,737.987857
2295.936959,50,739.605887
3394.323943,50,741.162889
3693.140931,50,742.839859
1497.708977,50,744.582859
2695.333953,50,746.785887
4591.548915,50,748.286887
5290.635906,50,749.976857
3992.890929,50,751.767859
2695.262953,50,753.531857
4192.088921,50,755.369857
998.295983,50,757.063856
2095.792958,50,758.792856
1597.254973,50,760.344856
2994.675947,50,762.486889
3692.97193,50,764.430857
3393.290933,50,766.30589
1497.747977,50,768.410858
4891.419914,50,770.044887
2894.180942,50,771.834857
3794.068941,50,773.558887
0,50,775.360859
1796.647966,50,777.216856
1696.594966,50,779.292857
2096.310963,50,781.106859
1397.696977,50,782.721855
4292.298923,50,784.290881
1497.400974,50,786.042887
2096.377964,50,788.076887
3293.923939,50,789.976857
4192.875929,50,794.712856
2595.160952,50,796.643857
1597.694977,50,798.352857
4192.532925,50,800.068856
1697.01197,50,801.644887
2396.403964,50,803.435857
2495.282953,50,805.078889
699.246992,50,806.975858
998.295983,50,808.557889
1896.00496,50,810.535858
5688.918889,50,812.409859
2795.196952,50,814.111887
3094.342943,50,815.918889
2296.065961,50,817.443856
1597.246972,50,819.191889
2794.813948,50,820.898889
3093.820938,50,822.673857
3393.542935,50,824.575856
598.821988,50,826.623861
3893.081931,50,828.409856
3094.780948,50,829.980888
2895.269953,50,831.767893
2595.788958,50,833.623857
3194.697947,50,835.410857
3593.755938,50,836.972857
2295.799958,50,838.778857
2794.218942,50,840.626857
5489.300893,50,842.666857
1197.496975,50,844.26989
2295.97196,50,845.969857
2196.205962,50,847.92486
1797.436974,50,849.723891
4291.585916,50,851.393858
3094.391944,50,852.880889
2594.915949,50,854.580858
1596.750968,50,856.494856
2893.926939,50,858.64686
1197.888979,50,860.250856
3592.837928,50,862.147858
3194.03694,50,863.804858
1897.153972,50,865.773856
2195.824958,50,869.917859
2195.858959,50,871.733859
5688.98389,50,873.748857
2494.826948,50,875.777889
5790.552906,50,877.381858
5788.774888,50,878.876858
2995.126951,50,880.580859
3394.366944,50,882.392857
1497.271973,50,884.173858
3493.739937,50,885.702889
1996.584966,50,887.259857
3892.892929,50,888.975857
3492.753928,50,890.963856
2195.423954,50,892.760858
1097.926979,50,894.412858
4092.350924,50,896.120858
3094.692947,50,897.957859
0,50,899.917887
1796.274963,50,901.653857
2595.819958,50,903.315856
1597.459975,50,904.760856
4391.673917,50,906.651858
2695.440954,50,908.672858
2894.637946,50,910.557858
5289.685897,50,912.092888
1197.97298,50,913.685886
4991.718917,50,915.451859
4491.775918,50,917.473858
3693.809938,50,919.320892
3294.198942,50,920.815887
4192.566926,50,922.812888
4392.081921,50,924.660858
898.596986,50,926.379859
1696.574966,50,927.993858
1197.97298,50,929.605857
1796.371964,50,931.450859
3194.384944,50,933.331857
3893.389934,50,935.203856
2295.98196,50,936.697856
2794.909949,50,938.610856
2295.788958,50,940.173858
3193.593936,50,944.594857
2196.397964,50,946.120856
3593.633936,50,947.999856
2995.155952,50,949.879886
1197.741977,50,951.722856
1996.398964,50,953.295856
3793.533935,50,954.963888
1097.926979,50,956.708857
4092.507925,50,958.438858
3393.907939,50,960.209857
898.528985,50,962.018887
2495.866959,50,963.782887
1697.01197,50,965.469858
2796.087961,50,967.403887
2495.445954,50,969.431858
2794.751948,50,971.25686
2994.421944,50,972.914858
2195.554956,50,974.576857
998.277983,50,976.291887
2894.246942,50,977.897858
3893.113931,50,979.433888
4392.459925,50,981.116856
3194.447944,50,982.897857
2595.782958,50,984.529856
3393.848938,50,986.170887
3093.805938,50,987.931857
2695.160952,50,989.732856
2794.880949,50,991.615857
1197.741977,50,993.219857
1597.458975,50,994.909858
2596.01796,50,996.515857
2595.185952,50,998.357859
1697.224972,50,1000.280887
1696.901969,50,1001.988857
2294.97595,50,1003.900887
1797.107971,50,1005.637887
3394.01194,50,1007.381887
2595.280953,50,1009.123856
1597.362974,50,1010.616858
3094.409944,50,1012.358856
2595.96696,50,1014.272856
4392.331923,50,1018.922856
3992.098921,50,1020.888859
1597.379974,50,1022.761859
2295.544955,50,1024.424855
3892.645926,50,1026.148888
3694.070941,50,1027.884859
1097.944979,50,1029.395858
2694.98195,50,1030.994886
2795.173952,50,1032.795856
2794.731947,50,1034.866859
4592.171922,50,1036.602859
1796.602966,50,1038.278857
4691.530915,50,1040.190856
2795.148951,50,1041.853856
2496.177962,50,1043.777888
2994.568946,50,1045.384893
1697.159972,50,1047.151887
2495.331953,50,1048.898886
3493.276933,50,1051.003888
3393.936939,50,1052.759887
2995.078951,50,1054.289855
2196.237962,50,1055.842857
1896.431964,50,1057.738858
2695.455955,50,1059.411887
2196.300963,50,1061.008889
2994.257943,50,1062.687887
2994.769948,50,1064.347887
2894.926949,50,1066.611887
1197.780978,50,1068.535887
2296.04096,50,1070.118857
1796.563966,50,1071.678857
4690.764908,50,1073.559856
599.150992,50,1075.383857
1298.313983,50,1077.049856
4892.145921,50,1078.765856
3693.593936,50,1080.460857
4691.558916,50,1082.569887
4691.351914,50,1084.270858
3892.941929,50,1085.944856
4292.165922,50,1087.623858
4292.850929,50,1089.512858
599.150992,50,1094.135859
2295.899959,50,1095.806856
2794.655947,50,1097.946859
2295.770958,50,1099.868857
1996.865969,50,1101.659859
2496.03396,50,1103.391857
2395.212952,50,1105.129857
4891.276913,50,1106.862859
3992.424924,50,1108.667857
3992.503925,50,1110.229895
3992.384924,50,1111.832892
2794.733947,50,1113.691856
3892.03992,50,1115.693856
5290.727907,50,1117.480857
1497.482975,50,1119.150887
2894.682947,50,1120.725859
399.473995,50,1122.393857
5189.736897,50,1124.320856
3593.644936,50,1126.078856
2695.389954,50,1127.557887
3294.077941,50,1129.541886
599.150992,50,1131.515857
3094.779948,50,1133.366858
4093.148931,50,1135.082859
1996.894969,50,1136.880858
3094.365944,50,1138.649858
3693.168932,50,1140.406857
2595.515955,50,1142.172856
3394.825948,50,1143.622888
2795.059951,50,1145.538857
3095.089951,50,1147.323886
4192.168922,50,1148.993856
2096.415964,50,1150.76089
3494.158942,50,1152.421859
2096.698967,50,1154.145889
3493.599936,50,1156.037857
3792.592926,50,1157.951859
3293.677937,50,1159.962887
4990.600906,50,1162.091856
2296.04496,50,1163.816856
3793.627936,50,1165.355859
4391.812918,50,1169.632856
1697.222972,50,1171.452856
2794.751948,50,1173.186858
5190.150902,50,1174.886859
1098.273983,50,1176.573889
3494.943949,50,1178.596859
1796.852969,50,1180.430888
1796.647966,50,1182.232857
2196.310963,50,1183.947857
2995.253953,50,1185.667857
4691.507915,50,1187.647858
1597.721977,50,1189.351857
2295.292953,50,1190.866857
2894.932949,50,1192.589857
3693.055931,50,1194.777859
4491.730917,50,1196.598856
2895.514955,50,1198.299888
1197.97298,50,1199.908857
3393.330933,50,1201.802857
1796.434964,50,1203.659857
1696.619966,50,1205.458855
1996.571966,50,1207.113857
2495.193952,50,1208.832856
3094.872949,50,1210.802857
3693.823938,50,1212.580859
3992.272923,50,1214.427855
2295.570956,50,1215.939856
5788.779888,50,1217.604856
4092.358924,50,1219.381856
2694.915949,50,1221.151888
2794.897949,50,1222.782887
3393.97494,50,1224.525888
2894.684947,50,1226.675857
3194.552946,50,1228.604856
2396.466965,50,1230.342858
2894.668947,50,1232.348857
2096.154962,50,1233.994858
1197.754978,50,1235.509858
1298.068981,50,1237.178858
2495.110951,50,1238.98589
3293.663937,50,1240.794859
1597.491975,50,1245.036858
3693.565936,50,1246.945856
1197.780978,50,1248.689857
2096.793968,50,1250.530887
2196.282963,50,1252.105889
3194.396944,50,1253.712856
2496.337963,50,1255.515859
4091.719917,50,1257.73886
3893.03693,50,1259.429882
299.706997,50,1261.031856
3593.182932,50,1262.790858
2295.833958,50,1264.688859
2694.568946,50,1266.480859
2295.896959,50,1268.036889
3693.587936,50,1269.748857
1697.140971,50,1271.443856
3493.578936,50,1273.275856
2695.532955,50,1275.184855
3493.450935,50,1276.699856
2395.207952,50,1278.479859
2894.398944,50,1280.323859
2495.208952,50,1282.090857
2097.227972,50,1283.581857
5190.744907,50,1285.168857
1497.663977,50,1286.89186
4591.672917,50,1288.687857
1097.926979,50,1290.727887
1597.271973,50,1292.389889
2096.793968,50,1294.084857
4691.98692,50,1295.978856
3993.201932,50,1297.853858
2795.059951,50,1299.822857
4092.375924,50,1301.533857
2695.312953,50,1303.070887
1497.98898,50,1304.559857
599.066991,50,1306.718856
1197.433974,50,1308.467859
2395.059951,50,1310.241858
2894.875949,50,1311.86289
2295.726957,50,1313.397888
2096.283963,50,1315.212858
1697.159972,50,1319.336857
2694.723947,50,1321.078857
1497.747977,50,1322.950858
1796.602966,50,1324.971857
1197.825978,50,1326.834858
3893.376934,50,1328.564886
3393.563936,50,1330.202888
2893.926939,50,1331.97686
1298.331983,50,1333.931886
2795.416954,50,1335.607856
2496.126961,50,1337.37786
3294.352944,50,1339.125856
4092.294923,50,1340.973857
3992.145921,50,1342.780858
2396.04196,50,1344.432856
2196.127961,50,1346.082856
3793.116931,50,1347.729857
3095.297953,50,1349.522857
1697.435974,50,1351.530886
3194.510945,50,1353.281858
1398.191982,50,1355.151856
2296.110961,50,1356.814858
3394.084941,50,1358.722856
2295.552956,50,1360.319887
2395.253953,50,1361.863888
3894.01494,50,1363.818859
4192.825928,50,1366.002857
3493.293933,50,1367.938858
1497.532975,50,1369.801861
2295.788958,50,1371.695858
3793.386934,50,1373.288857
2395.733957,50,1374.921858
1696.619966,50,1376.72686
2794.720947,50,1378.367888
1696.748967,50,1380.172859
2494.745947,50,1381.812888
4990.540905,50,1383.536859
2295.525955,50,1385.252856
3294.193942,50,1387.300857
2395.617956,50,1389.116858
2096.157962,50,1390.945858
3693.640936,50,1395.726856
4291.805918,50,1397.298856
2295.897959,50,1398.992887
2496.116961,50,1400.813887
4093.362934,50,1402.913857
1796.710967,50,1404.566859
2096.317963,50,1406.135858
3094.380944,50,1407.764859
3393.624936,50,1409.423857
4392.300923,50,1411.373858
2894.599946,50,1413.102858
3992.726927,50,1414.627856
1796.300963,50,1416.264856
1596.97097,50,1418.293858
2295.768958,50,1420.030857
3793.778938,50,1421.588858
3094.669947,50,1423.140858
2496.055961,50,1424.858857
4292.406924,50,1426.712859
1696.751968,50,1428.404857
5190.153902,50,1429.987857
3793.565936,50,1431.66086
2795.443954,50,1433.642858
3593.843938,50,1435.770858
3593.098931,50,1437.628859
3893.03993,50,1439.473856
3894.081941,50,1441.221887
4093.553936,50,1442.983856
3194.367944,50,1444.858858
1597.459975,50,1446.582858
2795.296953,50,1448.113857
2196.397964,50,1450.001856
2695.633956,50,1452.015858
3593.824938,50,1453.940888
2994.863949,50,1455.414857
2795.545955,50,1456.909888
4291.925919,50,1458.683857
0,50,1460.556857
2795.167952,50,1462.349858
2994.138941,50,1464.094888
2395.340953,50,1465.904856
2695.411954,50,1470.350856
3393.734937,50,1472.02489
3593.857939,50,1473.578857
1897.00697,50,1475.426889
3094.409944,50,1477.291887
2695.03695,50,1479.072889
3595.299953,50,1480.722857
4492.03692,50,1482.655856
2496.328963,50,1484.565857
3493.086931,50,1486.328859
3095.248952,50,1488.110857
3493.343933,50,1489.628856
3194.635946,50,1491.386856
3694.02394,50,1493.151857
2196.558966,50,1495.037857
2694.914949,50,1496.626857
2695.466955,50,1498.48986
3594.223942,50,1500.309889
2594.697947,50,1502.062858
2296.186962,50,1504.105857
3693.750938,50,1505.928857
2295.461955,50,1507.493857
4491.700917,50,1509.139858
1497.98898,50,1510.871857
1597.446974,50,1512.78886
2894.056941,50,1514.717859
1098.189982,50,1516.460857
2096.780968,50,1518.154857
4991.115911,50,1520.049888
2295.860959,50,1521.865858
5789.266893,50,1523.466889
5589.326893,50,1525.059889
2295.768958,50,1526.783887
2096.810968,50,1528.686861
2894.822948,50,1530.493857
2794.438944,50,1532.101887
3394.067941,50,1533.800856
2295.937959,50,1535.607857
4491.359914,50,1537.637857
1697.149971,50,1539.337888
3793.522935,50,1540.830857
2994.587946,50,1545.249857
1098.484985,50,1547.142856
2895.652957,50,1548.645858
4393.260933,50,1550.316857
3194.224942,50,1552.014888
3693.780938,50,1553.945856
4391.778918,50,1555.728856
3193.96194,50,1557.281858
3992.942929,50,1558.957887
5689.694897,50,1560.730856
1696.830968,50,1562.801857
4392.204922,50,1564.465888
2995.162952,50,1566.190859
1298.197982,50,1568.024857
2295.505955,50,1569.839859
2994.652947,50,1571.715858
2795.296953,50,1573.437859
3293.373934,50,1575.151857
599.150992,50,1576.828856
1696.664967,50,1578.839857
3493.349933,50,1580.751856
2395.552956,50,1582.386889
2695.419954,50,1583.985887
2196.621966,50,1585.724857
1697.222972,50,1587.747857
2995.317953,50,1589.321858
1996.894969,50,1590.982858
4591.869919,50,1592.712886
2295.576956,50,1594.850857
1697.222972,50,1596.683857
3194.307943,50,1598.268887
1197.825978,50,1599.782887
1896.806968,50,1601.701856
2894.887949,50,1603.445888
2096.567966,50,1605.261856
1796.429964,50,1606.82086
4092.464925,50,1608.421857
3893.355934,50,1610.674886
2894.684947,50,1612.432858
3493.640936,50,1613.995858
3294.187942,50,1615.551857
3793.361934,50,1619.893857
2495.95796,50,1621.567859
4492.854929,50,1623.150889
2994.01394,50,1624.969859
4990.471905,50,1626.958857
3293.887939,50,1628.757856
2495.302953,50,1630.397857
2295.416954,50,1632.257888
5090.749907,50,1633.971857
3793.622936,50,1635.597858
3693.894939,50,1637.393857
3493.665937,50,1639.198857
4491.938919,50,1640.92586
5190.535905,50,1642.661886
1696.647966,50,1644.412859
2595.804958,50,1646.283856
3993.118931,50,1648.148857
599.150992,50,1649.691887
2694.628946,50,1651.287858
3394.01894,50,1653.050887
3792.99093,50,1654.933857
3393.945939,50,1657.054859
2096.939969,50,1658.775856
1098.273983,50,1660.418857
3294.355944,50,1662.155856
2096.810968,50,1664.160857
598.803988,50,1665.890856
1197.625976,50,1667.551887
3493.773938,50,1669.219894
2994.398944,50,1670.998858
4792.175922,50,1672.867857
3294.136941,50,1674.613893
2794.737947,50,1676.214858
0,50,1677.882855
0,50,1679.709856
3294.136941,50,1681.583856
4791.365914,50,1683.109886
2296.110961,50,1684.967858
2796.205962,50,1686.617859
1198.101981,50,1688.445888
3194.294943,50,1690.433856
2295.779958,50,1694.666857
2994.863949,50,1696.404858
3194.497945,50,1698.412888
3595.076951,50,1700.116857
2695.615956,50,1701.735858
5490.347903,50,1703.616856
1796.647966,50,1705.467858
2895.149951,50,1707.38186
3094.291943,50,1709.361859
598.674987,50,1710.956887
2196.492965,50,1712.518857
2795.251953,50,1714.230887
3494.429944,50,1716.293889
4092.497925,50,1718.104887
4093.573936,50,1719.670857
1896.98897,50,1721.282857
2295.892959,50,1723.224857
4791.864919,50,1725.106889
2694.98595,50,1726.946856
3494.603946,50,1728.429858
6089.758898,50,1730.035859
4591.235912,50,1732.049857
3294.412944,50,1733.923857
4891.396914,50,1735.727858
3992.749927,50,1737.35386
2696.545965,50,1739.157887
5190.330903,50,1741.207887
3793.405934,50,1742.954858
4292.927929,50,1744.566888
2195.869959,50,1746.205888
4193.085931,50,1747.981858
4691.96292,50,1749.879857
2295.98196,50,1751.650891
3393.623936,50,1753.338856
2694.96595,50,1755.149889
3195.385954,50,1757.070856
3494.257943,50,1758.920859
2695.167952,50,1760.657858
3294.880949,50,1762.270887
5092.188922,50,1763.989857
0,50,1765.864858
2295.789958,50,1769.986858
3493.597936,50,1771.588886
3194.605946,50,1773.285891
599.150992,50,1774.993858
3793.449934,50,1776.803858
2595.482955,50,1778.583857
1796.429964,50,1780.130859
2695.512955,50,1781.752887
2794.95095,50,1783.43286
1696.946969,50,1785.230857
4591.457915,50,1787.336857
4592.349923,50,1789.000889
3393.882939,50,1790.66989
3992.480925,50,1792.619857
2295.545955,50,1794.544888
2296.052961,50,1796.400856
4991.873919,50,1797.930887
2596.02596,50,1799.502887
2894.665947,50,1801.418857
5091.406914,50,1803.381859
599.150992,50,1805.375856
4291.99992,50,1806.911857
4790.827908,50,1808.583888
4392.261923,50,1810.492857
4491.700917,50,1812.386857
3195.455955,50,1814.047858
5390.0439,50,1815.583856
3393.445934,50,1817.639858
4591.654917,50,1819.538857
5190.099901,50,1821.200887
3694.099941,50,1822.804856
4992.588926,50,1824.426857
1796.877969,50,1826.272856
2694.97095,50,1828.268858
2195.98196,50,1829.802857
3694.854949,50,1831.377857
4593.604936,50,1833.126858
2494.826948,50,1835.267857
4092.334923,50,1836.920857
1497.95898,50,1838.648857
2196.345963,50,1840.232855
4392.409924,50,1844.805857
3194.784948,50,1846.546892
3493.346933,50,1848.393858
1797.090971,50,1850.241859
4392.208922,50,1852.060859
2894.320943,50,1853.792861
2395.699957,50,1855.540859
5090.508905,50,1857.184855
2895.799958,50,1858.674888
3394.118941,50,1860.571859
1997.04297,50,1862.39286
3393.580936,50,1864.087857
3494.495945,50,1866.067858
3693.894939,50,1867.659887
2596.125961,50,1869.430856
0,50,1871.133858
1497.98898,50,1873.017888
3294.078941,50,1874.433887
3593.252933,50,1876.136859
4192.696927,50,1878.087857
3793.386934,50,1880.029859
2395.764958,50,1881.983858
4592.581926,50,1883.515857
2296.276963,50,1885.315882
3893.923939,50,1887.041857
2195.543955,50,1888.821856
2795.416954,50,1890.52386
3094.723947,50,1892.281857
2895.652957,50,1894.122887
4493.239932,50,1895.901857
898.857989,50,1897.772856
1696.470965,50,1899.326855
3893.582936,50,1901.082895
4592.648926,50,1902.798896
2695.139951,50,1904.756856
1197.888979,50,1907.133857
3893.376934,50,1908.780888
3095.348953,50,1910.525857
1697.149971,50,1912.220859
2695.614956,50,1914.398856
3194.800948,50,1916.29789
3194.671947,50,1920.561886
2895.227952,50,1922.289856
3493.349933,50,1924.021856
4991.058911,50,1925.987859
4791.289913,50,1927.702888
3394.169942,50,1929.483858
2395.078951,50,1931.196857
3394.04794,50,1932.831856
1696.941969,50,1934.60086
5390.488905,50,1936.216856
3594.195942,50,1937.932861
1197.478975,50,1939.749858
4192.04092,50,1941.523895
2695.228952,50,1943.283859
