#{"t_start": 1671643063.829348, "env_id": null}
r,l,t
2196.429964,50,1945.027856
1597.194972,50,1946.971857
3792.632926,50,1949.149857
5392.320923,50,1951.280888
3393.321933,50,1952.943888
2395.764958,50,1954.603856
2395.627956,50,1956.197858
3296.147961,50,1957.944887
3992.579926,50,1959.861858
3194.626946,50,1961.577856
6588.03188,50,1963.569855
3693.433934,50,1965.575857
2795.343953,50,1967.453888
3792.845928,50,1969.087887
3992.579926,50,1970.687886
3294.209942,50,1972.526888
3294.499945,50,1974.191857
3494.474945,50,1976.141857
1197.825978,50,1977.918859
1597.670977,50,1979.688857
2395.598956,50,1981.446887
3493.408934,50,1983.339857
2695.485955,50,1985.067859
2795.807958,50,1986.790855
4092.583926,50,1988.708857
3993.599936,50,1990.589856
2995.288953,50,1995.079857
1697.01197,50,1996.701887
2895.820958,50,1998.440858
6788.432884,50,2000.330891
2895.828958,50,2002.029858
2295.98196,50,2003.52889
5690.191902,50,2005.166886
3893.406934,50,2007.019856
4992.03592,50,2008.934858
2795.226952,50,2010.728888
4092.507925,50,2012.328857
2996.348963,50,2014.095857
3793.478935,50,2015.828887
5091.127911,50,2017.669857
3194.700947,50,2019.212856
3194.671947,50,2020.905857
3694.610946,50,2022.895856
3294.436944,50,2024.655856
4292.418924,50,2026.728888
3994.753948,50,2028.291884
2296.97797,50,2029.79689
3493.394934,50,2031.688856
2695.485955,50,2033.551886
5090.526905,50,2035.300859
4092.383924,50,2036.808858
3893.306933,50,2038.452887
3194.671947,50,2040.118859
4492.509925,50,2042.486886
3893.087931,50,2044.263858
5889.458895,50,2045.916857
3095.903959,50,2047.803858
4492.883929,50,2049.581857
5391.04291,50,2051.321857
2894.861949,50,2053.109857
4791.587916,50,2054.949857
4192.467925,50,2056.804856
1197.741977,50,2058.830857
3895.098951,50,2060.460857
2795.218952,50,2061.961857
2196.345963,50,2063.822858
3894.00394,50,2065.569856
1797.791978,50,2069.802856
4891.02791,50,2071.291857
2295.768958,50,2073.014856
2395.755958,50,2075.21086
3493.261933,50,2076.956856
3993.697937,50,2078.515857
3295.220952,50,2080.112889
1597.459975,50,2081.882857
2296.110961,50,2083.745857
3993.260933,50,2085.653888
2996.348963,50,2087.174858
4592.771928,50,2088.902856
4592.570926,50,2090.964856
4093.99794,50,2092.750858
2595.933959,50,2094.424857
3693.894939,50,2095.913856
4792.844928,50,2097.541856
2396.466965,50,2099.326856
5590.597906,50,2101.029859
5690.512905,50,2102.493858
2994.863949,50,2104.130857
5590.561906,50,2106.11486
4392.522925,50,2107.995858
4692.389924,50,2109.781857
2396.421964,50,2111.354856
1697.114971,50,2112.962857
4792.369924,50,2114.754857
3094.96595,50,2116.566857
5589.511895,50,2118.308857
3294.391944,50,2120.139887
4790.658907,50,2122.008857
4092.657927,50,2123.651856
4393.177932,50,2125.235857
2595.99696,50,2126.952857
2096.663967,50,2128.783859
3194.737947,50,2130.554857
4592.126921,50,2132.222857
1697.306973,50,2133.803856
1696.941969,50,2135.516859
4691.670917,50,2137.477857
4093.381934,50,2139.32286
3293.776938,50,2143.330857
3195.455955,50,2145.128858
3294.390944,50,2146.962888
2995.199952,50,2148.572858
2895.652957,50,2150.206859
1697.158972,50,2151.843858
3295.120951,50,2153.766857
3494.759948,50,2155.619855
3793.430934,50,2157.259887
5989.611896,50,2158.903858
2595.849958,50,2160.754859
2196.282963,50,2162.552857
1197.888979,50,2164.214887
4393.081931,50,2165.928857
2296.276963,50,2167.596887
4292.799928,50,2169.483857
2894.881949,50,2171.335857
2296.276963,50,2172.901855
4892.827928,50,2174.570858
3794.562946,50,2176.330858
4894.04794,50,2178.084856
3893.99194,50,2179.866858
3495.387954,50,2181.629857
3195.731957,50,2183.361856
3494.407944,50,2185.349859
1696.946969,50,2187.202887
2595.99696,50,2188.974889
4692.385924,50,2190.817857
2795.343953,50,2192.345889
4492.598926,50,2193.977855
3494.430944,50,2195.669857
4592.497925,50,2197.387857
3893.02293,50,2199.061857
4293.400934,50,2200.652856
5490.890909,50,2202.416856
1597.721977,50,2203.969859
3294.731947,50,2205.777888
4792.680927,50,2207.648857
2096.01496,50,2209.175856
3695.083951,50,2210.819857
3794.277943,50,2212.419859
4092.614926,50,2216.757858
3494.282943,50,2218.438858
4093.362934,50,2220.205858
4094.422944,50,2221.938858
2995.564956,50,2223.858859
4293.227932,50,2225.514858
2096.663967,50,2227.107858
4993.536935,50,2228.861857
4692.414924,50,2230.548856
4093.252933,50,2232.434859
3595.199952,50,2234.409857
4093.325933,50,2236.087859
3795.116951,50,2237.939857
4492.666927,50,2239.631888
3194.454945,50,2241.498858
2595.695957,50,2242.955855
4791.710917,50,2244.722887
2596.02596,50,2246.539886
3494.811948,50,2248.461857
3594.410944,50,2250.391857
2496.297963,50,2251.971859
2795.226952,50,2253.702856
4691.96492,50,2255.379856
2995.583956,50,2257.172856
4592.675927,50,2259.024858
4893.253933,50,2260.802886
4992.01592,50,2262.359858
1797.791978,50,2263.880887
2796.200962,50,2265.931857
6190.710907,50,2267.81586
3295.091951,50,2269.722857
3294.365944,50,2271.280858
2695.780958,50,2273.026856
2795.218952,50,2274.691858
4192.863929,50,2276.533857
3895.098951,50,2278.177856
3894.822948,50,2279.697856
3992.796928,50,2281.678857
4492.404924,50,2283.530856
1797.791978,50,2285.297856
2795.151952,50,2286.865858
3495.534955,50,2291.101857
5192.285923,50,2292.933857
2895.799958,50,2294.650856
4592.602926,50,2296.317857
4892.837928,50,2298.315858
3494.755948,50,2300.242856
4691.178912,50,2302.010857
4092.887929,50,2303.703887
4592.294923,50,2305.308859
4792.498925,50,2307.01386
4693.931939,50,2308.913857
3894.227942,50,2310.611857
3994.252943,50,2312.265857
6490.0089,50,2314.184857
4392.246922,50,2316.065856
3295.220952,50,2317.819859
4193.085931,50,2319.472859
3794.406944,50,2321.216859
2396.613966,50,2322.965859
5592.623926,50,2325.086858
2396.613966,50,2326.756857
3892.96593,50,2328.473858
2196.521965,50,2330.530856
2795.174952,50,2332.059857
6690.284903,50,2333.769857
2994.671947,50,2335.370858
3495.387954,50,2336.999856
5192.01892,50,2338.758888
3394.096941,50,2340.435855
4891.99192,50,2342.135858
3196.511965,50,2343.761858
5692.236922,50,2345.749856
4693.831938,50,2347.553857
5092.692927,50,2349.189856
3196.448964,50,2350.779887
2995.288953,50,2352.480857
4394.067941,50,2354.273856
6390.353904,50,2355.911859
4193.444934,50,2357.462856
4393.513935,50,2359.103856
5093.554936,50,2360.836857
4094.763948,50,2365.143856
4892.353924,50,2366.899856
3794.277943,50,2368.646857
3794.277943,50,2370.359856
5292.01192,50,2372.018858
3295.118951,50,2373.552857
1897.524975,50,2375.418857
2196.492965,50,2377.299858
3893.582936,50,2379.477857
2995.464955,50,2381.120886
5391.908919,50,2382.789859
5292.149921,50,2384.640858
3794.277943,50,2386.459857
4793.625936,50,2388.118859
4393.96494,50,2389.640858
5991.068911,50,2391.448856
4892.353924,50,2393.447858
4993.831938,50,2395.425857
5591.618916,50,2397.149856
6389.785898,50,2398.844857
5591.637916,50,2400.619856
4094.385944,50,2402.319856
3096.183962,50,2403.973857
3992.696927,50,2405.77486
3796.03996,50,2407.546858
7888.03088,50,2409.142856
4094.917949,50,2410.961856
5792.062921,50,2412.818857
4093.03593,50,2414.649856
4693.463935,50,2416.368857
3495.534955,50,2418.021857
3394.768948,50,2419.591856
3995.370954,50,2421.450857
6490.179902,50,2423.267856
2996.201962,50,2424.985857
2197.327973,50,2426.877856
3394.074941,50,2428.45289
4394.184942,50,2430.393856
5491.04891,50,2432.109888
4592.920929,50,2433.674858
3495.534955,50,2435.480889
4793.615936,50,2439.711857
2895.652957,50,2441.419856
3794.453945,50,2443.235857
6290.548905,50,2445.056857
4693.01693,50,2446.960856
6291.289913,50,2448.738858
4093.252933,50,2450.249857
4195.588956,50,2451.937857
4394.714947,50,2453.611857
4193.066931,50,2455.440857
4992.116921,50,2457.213856
7887.848878,50,2458.992857
4692.943929,50,2460.719856
5492.852929,50,2462.464856
4494.732947,50,2464.297858
4194.469945,50,2466.052856
4993.362934,50,2467.753859
4892.219922,50,2469.441857
3494.650947,50,2471.154857
2895.652957,50,2473.003857
5293.250933,50,2474.908886
2397.526975,50,2476.424856
5391.824918,50,2478.175886
4093.434934,50,2479.994856
4393.177932,50,2481.757857
5892.768928,50,2483.504856
4493.722937,50,2485.102856
4693.01693,50,2486.799857
3695.634956,50,2488.479889
3795.186952,50,2490.483857
3296.00096,50,2492.141858
3994.296943,50,2493.921859
4494.556946,50,2495.707857
3095.02195,50,2497.332857
3796.03996,50,2499.087888
5292.433924,50,2500.691856
2996.477965,50,2502.337856
4492.912929,50,2504.084858
4594.487945,50,2506.283857
5191.470915,50,2508.063857
3894.99895,50,2509.672858
3794.406944,50,2514.194859
4193.385934,50,2515.842857
2596.780968,50,2517.339887
4094.833948,50,2519.129858
6191.454915,50,2521.036855
1697.093971,50,2522.919857
3594.97995,50,2524.505856
4792.605926,50,2526.265886
6689.441894,50,2528.125857
5193.695937,50,2529.965857
4892.821928,50,2531.656857
3795.186952,50,2533.300858
2996.201962,50,2535.075859
5492.258923,50,2536.806856
3995.517955,50,2538.887856
4793.615936,50,2540.656856
5891.713917,50,2542.258888
4792.874929,50,2544.027858
3295.386954,50,2545.777857
4992.95993,50,2547.446857
5093.161932,50,2549.029894
6091.573916,50,2550.640856
3195.631956,50,2552.286856
5790.771908,50,2554.639857
4395.477955,50,2556.488857
5692.811928,50,2558.108855
5492.99893,50,2559.816857
3595.647956,50,2561.595859
5591.810918,50,2563.652857
3794.553946,50,2565.626857
4593.590936,50,2567.157856
3495.563956,50,2568.870858
5692.191922,50,2570.873856
5091.97792,50,2572.697856
6291.762918,50,2574.369858
4792.844928,50,2576.100886
2995.288953,50,2577.820857
6090.857909,50,2579.654857
4993.831938,50,2581.454856
3296.276963,50,2583.099856
2696.445964,50,2584.931857
3794.085941,50,2589.542856
4093.434934,50,2591.209857
4193.080931,50,2592.873856
3894.778948,50,2594.769855
3994.657947,50,2596.612856
6191.99692,50,2598.399856
7188.803888,50,2600.019858
5793.279933,50,2601.97186
5294.890949,50,2603.935856
3194.454945,50,2605.658857
2996.97297,50,2607.493888
5790.96091,50,2609.029856
4595.02095,50,2610.604855
5892.330923,50,2612.554857
6191.720917,50,2614.372891
4193.923939,50,2616.183859
6290.698907,50,2617.884857
5392.02992,50,2619.537858
2796.799968,50,2621.293859
4593.178932,50,2623.124856
4094.385944,50,2624.816887
3295.091951,50,2626.441857
4594.192942,50,2628.183857
3296.00096,50,2629.834857
6092.116921,50,2631.663857
3995.646956,50,2633.526857
3195.455955,50,2635.257855
3396.695967,50,2636.994887
5692.278923,50,2638.735857
5593.150932,50,2640.552857
5193.143931,50,2642.324858
4893.906939,50,2644.154857
4493.722937,50,2645.880858
6290.605906,50,2647.808858
3595.794958,50,2649.515858
5493.338933,50,2651.439857
4993.536935,50,2653.337886
6689.928899,50,2655.119856
6589.775898,50,2656.692856
3496.158962,50,2658.191882
4693.940939,50,2659.805856
6692.535925,50,2664.625857
5692.278923,50,2666.685856
2996.97297,50,2668.461858
4394.99095,50,2669.947859
6392.130921,50,2671.798858
4593.793938,50,2673.613858
3196.511965,50,2675.398857
6191.675917,50,2677.116857
5891.393914,50,2678.66086
4394.411944,50,2680.490857
6291.093911,50,2682.597857
5592.523925,50,2684.467894
4693.96094,50,2686.033887
5794.076941,50,2687.708857
6191.546915,50,2689.481888
4693.831938,50,2691.416859
4094.209942,50,2693.210858
5891.888919,50,2694.708856
4394.714947,50,2696.380857
7190.393904,50,2698.532856
6291.629916,50,2700.280857
6691.267913,50,2702.013856
4793.332933,50,2703.838859
4194.456945,50,2705.652856
4395.477955,50,2707.342856
4594.487945,50,2708.911859
5493.614936,50,2710.579856
3495.387954,50,2712.352855
6691.060911,50,2714.587856
5293.331933,50,2716.302856
7389.282893,50,2717.901856
5193.871939,50,2719.590858
3795.362954,50,2721.501857
3895.01695,50,2723.392856
6891.099911,50,2725.003857
5793.308933,50,2726.625859
5793.279933,50,2728.304859
7490.542905,50,2730.477856
7089.9749,50,2732.205858
6091.573916,50,2733.705858
4394.184942,50,2735.366858
3895.881959,50,2739.748859
5793.132931,50,2741.609857
5594.527945,50,2743.458857
4094.833948,50,2745.106856
5493.02793,50,2746.783856
6392.239922,50,2748.542856
5792.546925,50,2750.451856
4893.189932,50,2752.297856
6790.942909,50,2753.976856
4695.271953,50,2755.471888
9788.760888,50,2757.264857
7289.186892,50,2759.107856
3796.03996,50,2761.002857
7191.504915,50,2762.814857
7691.306913,50,2764.669858
6392.927929,50,2766.429856
3795.333953,50,2768.009858
3295.386954,50,2769.517856
4294.302943,50,2771.173856
4394.99095,50,2773.029858
7889.684897,50,2774.862858
4395.477955,50,2776.608856
4894.663947,50,2778.380856
3894.95195,50,2780.129857
6593.169932,50,2782.231858
5792.693927,50,2783.985856
4494.832948,50,2785.612888
4694.509945,50,2787.169858
7989.201892,50,2789.105857
4695.271953,50,2790.940859
5294.890949,50,2792.703858
4394.714947,50,2794.358855
4194.469945,50,2796.029857
7091.503915,50,2797.842856
5494.247942,50,2799.614856
4494.732947,50,2801.383887
5791.98092,50,2803.010855
4095.00995,50,2804.615859
7588.893889,50,2806.580857
4793.420934,50,2808.359859
6093.713937,50,2810.341858
5193.871939,50,2814.540856
6192.00192,50,2816.276855
5193.871939,50,2817.932857
6392.927929,50,2819.629857
3496.158962,50,2821.300856
5893.712937,50,2823.006889
6092.465925,50,2824.644858
5494.247942,50,2826.577856
6593.02993,50,2828.436857
4893.501935,50,2830.225887
5794.076941,50,2832.009856
4494.732947,50,2833.701855
8590.239902,50,2835.411856
5594.01294,50,2837.102858
4995.061951,50,2838.874857
6692.04992,50,2840.527856
5193.448934,50,2843.154858
5594.01294,50,2845.150856
6092.436924,50,2847.122857
6092.160922,50,2848.726864
4894.663947,50,2850.904857
8191.292913,50,2852.991857
6691.267913,50,2855.100887
5892.944929,50,2856.696856
5494.247942,50,2858.785857
7091.338913,50,2860.70689
3296.00096,50,2862.702857
3496.158962,50,2864.555889
7191.844918,50,2866.165888
6692.535925,50,2867.926858
4995.061951,50,2869.741857
5493.514935,50,2871.657894
4995.061951,50,2873.562856
5294.890949,50,2875.422856
6992.784928,50,2877.495856
7191.634916,50,2879.333858
6692.388924,50,2881.190859
6193.349933,50,2882.979857
7290.724907,50,2884.908856
5893.565936,50,2886.797857
6091.913919,50,2888.663887
5992.699927,50,2893.052858
9988.446884,50,2894.765859
5493.338933,50,2896.553859
9288.845888,50,2898.213856
9688.423884,50,2899.758856
7690.484905,50,2901.730856
6593.169932,50,2903.490858
8291.478915,50,2905.353888
7491.97092,50,2906.946856
8490.750908,50,2908.564859
7191.844918,50,2910.258858
6192.558926,50,2912.135859
6193.349933,50,2913.775889
8090.600906,50,2915.484859
6890.613906,50,2917.210857
9289.869899,50,2919.174857
4595.02095,50,2921.16589
8389.762898,50,2922.983856
6093.713937,50,2924.682857
5594.527945,50,2926.717887
7890.600906,50,2928.664857
6593.169932,50,2930.410857
9688.376884,50,2932.254887
9089.355894,50,2934.272859
5794.076941,50,2936.283888
8289.881899,50,2938.424859
5493.485935,50,2940.242859
8289.9819,50,2942.217857
8189.531895,50,2944.139858
7491.97092,50,2946.053857
